,geocode_query,lat,lon
6071,"Астана, Е-429 ГОРЯЧКА!!!!! СРОЧНО 26",,
6072,"Алматы, Панфилова 151",43.2539939,76.9452442
6073,"Алматы, ул. Каныша Сатпаева 90/58блок10",,
6074,"Алматы, назарбаева 53",43.2654479,76.9447335
6075,"Алматы, мкр Мамыр, Таугуль-Мамыр",,
6076,"Алматы, мкр Кулагер, Омарова",,
6077,"Астана, Улы Дала 38 а",50.2590518,57.1038533
6078,"Алматы, Улытау 180/8",43.2107639,76.7840249
6079,"Астана, ул. Гёте 3",51.1955309,71.4062367
6080,"Астана, Туран 52/5",51.1039704,71.4005689
6081,"Астана, Серкебаева 21",51.1645796,71.3846309
6082,"Астана, Толе би 57",51.1320707,71.3953498
6083,"Алматы, мкр Шугыла, Жунисова 2/13 к 10",,
6084,"Алматы, мкр Шугыла, Alem city",,
6085,"Астана, Туран 28/1",51.0895183,71.3913166
6086,"Шымкент, ул. Рыскулова 19",42.3744823,69.649518
6087,"Алматы, мкр Кокжиек 7",,
6088,"Астана, ул. Сыганак 17У",51.1315609,71.3891058
6089,"Алматы, мкр Калкаман-2, Базарбай Жуманиязова 10А",,
6090,"Астана, Хусейн Бен Талала 41",,
6091,"Алматы, мкр Таугуль, Навои 58/1",,
6092,"Алматы, Гагарина 133Б",43.2360105,76.8937575
6093,"Алматы, мкр Акбулак, 1-я улица 85",,
6094,"Шымкент, 8-й микрорайон, 8-й микрорайон 44",,
6095,"Алматы, мкр Калкаман-2 10а",,
6096,"Шымкент, Ташенова 29",42.3166631,69.6078513
6097,"Астана, Ахмет Байтурсынулы 10/1",51.1255616,71.4657048
6098,"Астана, Е-767 11",51.1447312,71.3770565
6099,"Астана, проспект Туран 55/11",51.1222784,71.4030383
6100,"Астана, Сыганак 64",51.1217827,71.4325537
6101,"Астана, Богенбай 6/3",51.1754909,71.3919576
6102,"Алматы, мкр Шугыла, Абая 342/1",,
6103,"Астана, мкр Комсомольский, Е-810",,
6104,"Алматы, мкр Теректы, Устирт 2936",,
6105,"Алматы, мкр Жетысу-2 74",,
6106,"Алматы, мкр Шугыла, Жунисова 2/13 к5",,
6107,"Алматы, Жандосова 19",43.23285,76.9009669
6108,"Астана, Туран 34а",51.0895183,71.3913166
6109,"Алматы, Петрозаводская 7/1",43.3416325,76.935683
6110,"Астана, Сарайшык 5 д",51.1268182,71.4621602
6111,"Алматы, Головацкого",43.2948409,76.8903948
6112,"Астана, Коргалжынское ш. 27А",,
6113,"Алматы, мкр Гажайып 10/14",,
6114,"Астана, Мактумкулы 3",,
6115,"Алматы, мкр Тастак-3, Варламова 1/3",,
6116,"Алматы, мкр Аксай-2 5",,
6117,"Астана, Шевченко 10/4",51.159412,71.4079944
6118,"Астана, мкр Уркер, Шоссе Коргалжын 128",,
6119,"Алматы, мкр Рахат, Култобе 24/8",,
6120,"Алматы, Габдуллина 65",43.2288593,76.908645
6121,"Алматы, мкр Мамыр-3 17/1",,
6122,"Астана, Қалибек Қуанышбаева",,
6123,"Алматы, Мкр. Кайрат 153/49блок7",,
6124,"Астана, ул. Алихана Бокейхана 25В",51.086484,71.4301229
6125,"Алматы, мкр Шугыла, Алатау проспект 14",,
6126,"Алматы, Мынбаева 93",43.2368364,76.8930854
6127,"Алматы, Наурызбай батыра 25",43.2126834,76.8040601
6128,"Алматы, мкр Улжан-1, Касыма Шарипова 206/4",,
6129,"Шымкент, мкр Нурсат 2 37",,
6130,"Астана, Абылай хана",51.1478199,71.5034192
6131,"Алматы, Ырысты 46/13",43.2687469,76.8553015
6132,"Алматы, мкр Таугуль, Ыкылас 7",,
6133,"Астана, ул. Алихана Бокейхана 7",51.1002428,71.4322361
6134,"Шымкент, Восток 63г",42.350437,69.6392287
6135,"Алматы, ул. Каныша Сатпаева 90/43",43.2324575,76.87409
6136,"Астана, Орынбор 44/2",51.1130651,71.4029265
6137,"Астана, Желтоксан 40",51.178695,71.4132442
6138,"Астана, Жумекен Нажимеденова 39/1",51.1148159,71.5011026
6139,"Алматы, мкр Жулдыз-2 27B",,
6140,"Астана, просп. Бауыржана Момышулы 14",51.1400536,71.4805629
6141,"Шымкент, мкр Асар-2, 189 квартал 3321B",,
6142,"Шымкент, мкр Восток , Хабира Пазикова",,
6143,"Шымкент, 12-й микрорайон, 12-й микрорайон 225а",,
6144,"Астана, Кошкарбаева 1/6 блок",,
6145,"Астана, Бектуров 4в",51.1184457,71.3972463
6146,"Алматы, Кенесары хана 83/6",43.1703496,76.8740139
6147,"Алматы, мкр Таугуль, Жандосова 144/1",,
6148,"Алматы, мкр Калкаман-2 10",,
6149,"Алматы, мкр Коктобе, Сагадат Нурмагамбетова 144/2",,
6150,"Алматы, Абиша Кекилбайулы 119а",43.2112485,76.8880771
6151,"Астана, Е 882 12",49.1573252,56.4904088
6152,"Алматы, Жарокова 217 А",43.2238304,76.9005045
6153,"Астана, Проспект Республики 6",51.1586901,71.4300307
6154,"Астана, Косшыгулы 13/2",,
6155,"Шымкент, 8-й микрорайон, Тамерлановское шоссе 34",,
6156,"Алматы, Каратаева 38а",43.2322744,76.9413662
6157,"Алматы, ул. Керима Мынбаева 38",43.2371525,76.9035035
6158,"Астана, Жабаева 12/2",51.146519,71.5588081
6159,"Алматы, Жолымбета 65",,
6160,"Алматы, ул. Байкена Ашимова 1/5",43.2171886,76.80849
6161,"Астана, Суткент 30",51.1204344,71.5796642
6162,"Астана, Е-36 9",51.1262099,71.3836769
6163,"Алматы, мкр Тастак-2, ул. Толе би",,
6164,"Астана, Аль-Фараби 7/3",51.1006778,71.4503602
6165,"Алматы, Муканова 241",43.2436261,76.9158966
6166,"Астана, Куйши дина 4 а",51.1456958,71.4648849
6167,"Алматы, Токмакская ул. 29",43.2695781,76.9454818
6168,"Астана, Абикен Бектуров 3",51.118011,71.3982957
6169,"Алматы, Ходжанова 57/5",43.2094591,76.9110342
6170,"Астана, Уалиханова 23/1",51.17529,71.4356569
6171,"Алматы, мкр Жас Канат, Жас Канат 1",,
6172,"Алматы, мкр №11 1",,
6173,"Астана, ул. Сарайшык 5/1",51.1366049,71.4276716
6174,"Алматы, Навои 30/1",43.1948318,76.8883234
6175,"Алматы, мкр Жас Канат, Мир.Жас-канат",,
6176,"Астана, А129 14",3.1713993,101.6543101
6177,"Астана, По ул. Ханов Керея и Жанибека, напротив Президентского парка 48",,
6178,"Астана, Туран 50/3, 50/4, 50/5",,
6179,"Астана, Б. Сокпакбаева 16",,
6180,"Алматы, мкр Шугыла 340/37",,
6181,"Алматы, ул. Коктерек",43.1833857,76.7964358
6182,"Алматы, Райымбека 162/3",43.1894256,77.0163427
6183,"Алматы, мкр Шугыла 340/36",,
6184,"Алматы, ш. Северное кольцо 3",43.2787074,76.8883089
6185,"Астана, Ильяс Омарова 25",,
6186,"Алматы, мкр Аксай-2 72",,
6187,"Алматы, мкр Аксай-4 16Б",,
6188,"Алматы, Егизбаева 3, 5",,
6189,"Шымкент, мкр Сайрам 32",,
6190,"Алматы, Талды 63",42.981197,78.969566
6191,"Алматы, мкр №11 21",,
6192,"Астана, Затаевича 7",51.1887595,71.4016189
6193,"Алматы, Бауыржана Момышулы блок 1",,
6194,"Алматы, Микрорайон Кайрат 153/53",,
6195,"Алматы, Кассина 146/2",43.3224782,76.9358185
6196,"Алматы, мкр Кайрат, Мкр. Кайрат, 151/1 6",,
6197,"Алматы, Гани Муратбаева 64",43.2885116,79.3275569
6198,"Алматы, мкр Таугуль-2 38",,
6199,"Алматы, Головацкого 5",43.2948409,76.8903948
6200,"Алматы, Скрябина",43.2633353,76.8963288
6201,"Астана, Туран 46/4",51.1116821,71.4013525
6202,"Алматы, Просп. Сакена Сейфуллина 574/1к3",,
6203,"Алматы, мкр. Алмагуль 2",,
6204,"Алматы, мкр Зердели 1/39",,
6205,"Шымкент, микрорайонТулпар 2А",,
6206,"Алматы, Исаева",43.1960062,76.8611116
6207,"Алматы, 1-я улица",43.2547355,76.824702
6208,"Алматы, Достык 270",43.2206723,76.9640055
6209,"Астана, Мустафа Шокай",51.1249838,71.515685
6210,"Астана, А102 11/2",5.6087577,100.5294118
6211,"Астана, ул. Габидена Мустафина 21/1",51.1570551,71.5101168
6212,"Шымкент, Туркия",,
6213,"Астана, мкр Комсомольский, Жошы Хана 12",,
6214,"Астана, Анет баба 2",51.1398526,71.3851931
6215,"Астана, Ыкылас дукенулы 13",,
6216,"Алматы, мкр Шугыла, Жуалы,4 4",,
6217,"Шымкент, Микрорайон Нуртас",,
6218,"Алматы, мкр Шугыла, Жунисова 14/3",,
6219,"Алматы, Бурундайская ул. 91",43.3409961,76.9314325
6220,"Астана, ул. Валиханова",,
6221,"Шымкент, Акжайык 197/3",,
6222,"Астана, Умай Ана 15",51.1467188,71.3908162
6223,"Астана, Богенбай батыра 56, 56а, 56Б",,
6224,"Астана, E-915 9",51.0851746,71.4627381
6225,"Астана, Рыскулбекова 27/2",51.159072,71.4994825
6226,"Астана, ул. Казыбек Би 35/1",51.1191578,71.3898183
6227,"Астана, Алматы 19/2",51.1550554,71.5473172
6228,"Алматы, Грановского 96",43.2498729,76.8683325
6229,"Астана, Торайгырова 1",51.1723991,71.4274662
6230,"Астана, А. Байтурсынова 32/1",51.1197237,71.5009927
6231,"Астана, ул. Кошке Кеменгерулы 8",51.2056022,71.3974548
6232,"Астана, Сауран 18",51.1128531,71.4181362
6233,"Алматы, мкр Аксай-4, Мкр. Аксай-4 37",,
6234,"Шымкент, мкр Восток 10",,
6235,"Астана, ул. Шамши Калдаякова 60",51.1156164,71.4777635
6236,"Алматы, мкр Жас Канат, Баймагамбетова",,
6237,"Астана, Е495",,
6238,"Алматы, аксай 4",43.2297024,76.8385561
6239,"Алматы, мкр Кокжиек 36",,
6240,"Алматы, Жетысу 2 21",43.2221607,76.8456368
6241,"Алматы, Абдуллиных 56",43.255117,76.9606227
6242,"Астана, Шолпан Иманбаевой 8",51.1624015,71.4357483
6243,"Алматы, Райымбека 348/1 к1-7",,
6244,"Алматы, Байтурсынова 7а",43.2604945,76.9242109
6245,"Астана, Шевченко 8",51.1968678,71.3764814
6246,"Шымкент, Гагарина",42.4291805,69.5563088
6247,"Астана, Мустафина 15",51.1547791,71.5100259
6248,"Алматы, мкр Коктобе, Сагадат Нурмагамбетова 140/7",,
6249,"Астана, Коргалжинское шоссе 110",51.1224687,71.287182
6250,"Алматы, Федора Солодовникова",,
6251,"Астана, Кабанбай батыр 63",51.0741359,71.3959558
6252,"Алматы, Павлодарская",43.336453,76.9227836
6253,"Алматы, Радастовца 13",,
6254,"Астана, Ильяс Омаров 5/1",,
6255,"Астана, Е 15 9/2",51.1266035,71.3679184
6256,"Шымкент, рашидова 108",42.3026168,69.5779623
6257,"Астана, Хусеин Бен талал 30",,
6258,"Алматы, Тлендиева 345",43.2271872,76.8795999
6259,"Астана, Бектурова 17",51.129084,71.400691
6260,"Алматы, Суюнбая 263/9",43.328248,76.9630277
6261,"Шымкент, мкр Восток 115",,
6262,"Алматы, мкр Тау Самал, Кербулакская",,
6263,"Алматы, мкр Тастак-2, Брусиловского 58",,
6264,"Астана, Е-767",51.1160425,71.4002384
6265,"Шымкент, мкр Восток д.3А,кв.24",,
6266,"Алматы, Желтоксан 27",43.1901462,76.922569
6267,"Алматы, водник 2 76",43.3661533,76.8617528
6268,"Алматы, Алтын Орда 6/3-31",,
6269,"Алматы, спасская",43.36528,76.9562645
6270,"Алматы, Кашгарская",43.2621765,76.92638
6271,"Астана, Тыныбаева",,
6272,"Шымкент, мкр Туран , Байдибек Би 9/11",,
6273,"Алматы, Думан 2",43.2863565,77.0306192
6274,"Шымкент, Микрорайон Верхний Отырар 56",,
6275,"Шымкент, Айбергенова 1а",42.312668,69.5843686
6276,"Астана, жирентаева 9",51.1510896,71.4734365
6277,"Астана, Пр. Тауелсыздык 39",,
6278,"Алматы, мкр Шугыла, проспект Алатау 1",,
6279,"Алматы, Наурызбай батыра 119",43.2615874,76.9351297
6280,"Алматы, водник 4",43.3696004,76.8560728
6281,"Алматы, ул. Каныша Сатпаева 63",43.2324575,76.87409
6282,"Алматы, Райымбек 590/2",43.2300638,76.7798161
6283,"Астана, Проспект Улы Дала 73/1",51.0936059,71.4537381
6284,"Астана, Байтурсынулы 22",50.2659776,57.1915531
6285,"Алматы, Бауыржана Момышулы 5",43.2101256,76.8428718
6286,"Алматы, мкр №9, Джандосова 69",,
6287,"Алматы, сыпатаева",43.2363854,76.9009243
6288,"Алматы, мкр Думан-2 57/1",,
6289,"Алматы, Мустай Карим 13а",43.2097661,76.8589351
6290,"Алматы, мкр Таугуль-1, Навои 39/13",,
6291,"Астана, Аль-фараби 4, 6, 10, 12, 16, 18, 20, 22, 24",,
6292,"Астана, Жургенова 33",51.1136225,71.5009194
6293,"Алматы, мкр Шугыла, Коктерек 139/7",,
6294,"Алматы, Тулебаева 27",43.2651059,76.9464879
6295,"Алматы, Жумалиева",43.2536939,76.9130789
6296,"Алматы, Жамбыла 55/57",43.2470235,76.9317817
6297,"Алматы, Сабызгы 100",,
6298,"Алматы, мкрн Думан-2",,
6299,"Астана, Алихана Бокейханова 17/1",,
6300,"Астана, ул. Ахмета Байтурсынова 51",51.1172823,71.5214505
6301,"Алматы, мкр №9 6",,
6302,"Алматы, мкр №3 10",,
6303,"Астана, Бейбарыс Султан 12/1",51.1721386,71.3676718
6304,"Астана, Аманжолова 24",51.1174685,71.4732553
6305,"Алматы, мкр Жетысу-4 13",,
6306,"Алматы, Абдуллиных 8",43.2635631,76.9596416
6307,"Алматы, Кукилбайулы",,
6308,"Алматы, мкр Коктобе, Достык 250",,
6309,"Алматы, Мауленова 111",43.2462611,76.9346635
6310,"Астана, Айтматова 62/1",51.1554899,71.3717609
6311,"Алматы, мкр Таугуль-2 36",,
6312,"Астана, Сыганак 15",51.130418,71.3832174
6313,"Алматы, проспект Абая 160к7",43.2324026,76.8699413
6314,"Астана, Б. Момышулы 17",,
6315,"Астана, Бокейхана 16/1",51.1067288,71.4335362
6316,"Алматы, просп. Райымбека 348/1к9",43.2528997,76.8630878
6317,"Алматы, Думан-2",43.2863565,77.0306192
6318,"Алматы, Жибек Жолы 59",43.2627068,76.9519931
6319,"Алматы, Толстого",43.3293792,76.9470495
6320,"Алматы, Долана",43.339046,76.9735317
6321,"Астана, Карасай Батыра 22 а",51.1994012,71.3911717
6322,"Шымкент, 21-мкр(Карасу мкр)64-школа.рядомАвтовокзал Дархан д.21",,
6323,"Алматы, Жарокова 137/1",43.2356138,76.8989404
6324,"Алматы, мкр Таугуль-1 52Б",,
6325,"Астана, Е-36 13",51.1282205,71.4306682
6326,"Астана, Просп. Мангилик Ел 62/4",51.0840053,71.4245369
6327,"Алматы, Таужиеги 39",43.1850749,76.9382033
6328,"Астана, Акмешит 13/3",51.1106147,71.4213301
6329,"Алматы, мкр Теректы, Устирт 5, 5/1-4",,
6330,"Алматы, мкр Думан-2 23",,
6331,"Алматы, мкр Горный Гигант, улица 4-ая 2",,
6332,"Алматы, Сейфуллина 35",43.3306247,76.9431589
6333,"Астана, Бозбиiк 1/1",51.1766775,71.3715563
6334,"Астана, мкр Уркер, Укили Ыбырай 15",,
6335,"Алматы, мкр №9, Ораза Жандосова",,
6336,"Шымкент, мкр Восток 11а",,
6337,"Астана, Шаймердена косшыгулова",,
6338,"Алматы, Просп. Алатау 12А",43.2095103,76.7904548
6339,"Астана, Ахмет Байтурсынулы 61",51.1238192,71.4751564
6340,"Шымкент, улица Сейдуллы Байтерекова",,
6341,"Алматы, ул. Фадеева, 38г 1",43.2696707,76.8833445
6342,"Алматы, мкр Орбита-1 7",,
6343,"Алматы, байзакова",43.2523129,76.9104612
6344,"Шымкент, Пр-д Айбергенова",,
6345,"Алматы, ул. Макаренко 62А",43.2850956,76.9280379
6346,"Алматы, Джандосова",43.3094024,76.9911537
6347,"Алматы, сейфулина",43.5152793,78.35918
6348,"Астана, Абылай хан 11/2",51.1602279,71.4761024
6349,"Астана, Е-22 2",51.1332352,71.2774301
6350,"Астана, Е-18 5",51.1160425,71.4002384
6351,"Алматы, Аль-Фараби 41/15",43.1990594,76.9021416
6352,"Алматы, мкр Аксай-2 7",,
6353,"Алматы, Абиша Кекилбайулы",43.2021582,76.8900757
6354,"Шымкент, Пл Аль- Фараби 5",42.3173934,69.5889086
6355,"Алматы, Мкр. Алмагуль 14",,
6356,"Шымкент, мкр Сайрам 3 а",,
6357,"Алматы, проспект Райымбека 172б",43.2679325,76.9225113
6358,"Алматы, мкр Нуркент, Б. Момышулы 5",,
6359,"Астана, Просп. Тауелсиздик 34/10",51.1405646,71.4707045
6360,"Алматы, Сакена Сейфуллина",43.6805814,78.2263239
6361,"Алматы, ул. Каныша Сатпаева",43.2319815,76.8732786
6362,"Алматы, мкр Тастак-3, Абдуллы Розыбакиева",,
6363,"Астана, Улы Дала 59/3",50.2590518,57.1038533
6364,"Алматы, мкр Акбулак, Байтерекова 97",,
6365,"Алматы, Жандосова 162а",43.2109069,76.868627
6366,"Алматы, ул. Каныша Сатпаева 18Г",43.2324575,76.87409
6367,"Алматы, Саина 20",43.2373669,76.8417772
6368,"Астана, Мухамедханова 43а",51.1455785,71.355571
6369,"Шымкент, 18-й микрорайон, 18-й микрорайон 76",,
6370,"Шымкент, ул. Байтурсынова 59А",42.3377354,69.5985173
6371,"Алматы, мкр Нуркент, Алгабас-1 44",,
6372,"Алматы, мкр Алмагуль, Ермека Серкебаева 46",,
6373,"Алматы, Бекмаханова 75",43.3475669,76.9647874
6374,"Астана, Е-489 3 блок 1, 2",,
6375,"Алматы, Абая 11 25",43.2186868,76.7674965
6376,"Алматы, Нуркент 51",43.2543079,76.8209611
6377,"Алматы, Маркова 38",43.2288942,76.9322879
6378,"Алматы, мкр Шугыла, Шугыла - 7/20/25 ипотека 2/25",,
6379,"Астана, Абылай Хана 49",51.1511773,71.4970515
6380,"Алматы, мкр Шугыла, мкр. Шугыла",,
6381,"Алматы, мкр Таусамалы, ​Герольда Бельгера 1Б",,
6382,"Алматы, мкр Тастак-2, Ислама Каримова 198",,
6383,"Астана, Ахмет Байтурсынулы 17",51.1236919,71.4775081
6384,"Шымкент, Иляева 21",42.3231303,69.5920901
6385,"Алматы, Назарбаева 245",43.2289942,76.9497382
6386,"Шымкент, мкр Туран 359/10",,
6387,"Шымкент, Тауке Хана",42.3172,69.6023297
6388,"Алматы, Гагарина 287/1",43.2046981,76.8969729
6389,"Алматы, мкр Орбита-2 6",,
6390,"Астана, Проспект Туран 67",51.0895183,71.3913166
6391,"Шымкент, мкр Береке, Жангелдин 21",,
6392,"Шымкент, мкр Нижний Отырар, Рыскулова",,
6393,"Алматы, мкр Жетысу-2 17",,
6394,"Алматы, Рыскулбекова 28/1",43.2036294,76.8720982
6395,"Алматы, Розыбакиева улица",43.24653,76.8887106
6396,"Астана, просп. Мангилик Ел 62/4",51.0840053,71.4245369
6397,"Астана, мкр Уркер, Мкр Уркер улица Айгыржал 63",,
6398,"Алматы, Наурызбай батыра 152",43.2998477,77.1628471
6399,"Шымкент, Дулати 201а",42.3372696,69.6109086
6400,"Алматы, Самал 22",43.2261692,76.9547171
6401,"Шымкент, ул. Байдибек би",,
6402,"Алматы, мкр Мирас 157/4",,
6403,"Астана, Сакена Сейфулина 13/1",,
6404,"Астана, Сатпаева 24",51.1379446,71.4788961
6405,"Астана, А-92 5",51.174274,71.519172
6406,"Шымкент, Абдыразакова",42.3020711,69.589147
6407,"Астана, Е 900",51.1338723,71.3954874
6408,"Астана, Е15 11",52.0106218,70.9204578
6409,"Астана, Жубана Молдагалиева 4/2",51.1253294,71.3688212
6410,"Астана, Коргалжынское шоссе 27",,
6411,"Алматы, мкр Тастак-2 50",,
6412,"Шымкент, Аргынбекова",42.3545478,69.6293381
6413,"Шымкент, 16-й микрорайон, 16-й микрорайон 43",,
6414,"Алматы, аксай 2",43.254395,76.799232
6415,"Алматы, мкр Таугуль 11",,
6416,"Астана, Улы Дала 86",51.0907828,71.4555706
6417,"Астана, Мангилик Ел 52/2",51.0976861,71.4278194
6418,"Астана, Мәңгілік Ел 51",51.0952514,71.4256516
6419,"Шымкент, Джангелдина 30",,
6420,"Шымкент, мкр Туран 48/5",,
6421,"Астана, мкр Пригородный, Аль фараби 38 76",,
6422,"Астана, Жошы Хана 7",51.098344,71.4370132
6423,"Астана, Анатолий Храпатый 17/1",51.1117727,71.4591987
6424,"Алматы, Аль-Фараби 9 блок 5г",43.2311161,76.9469361
6425,"Астана, Кенен Азербаев 2",,
6426,"Алматы, мкр №5 30",,
6427,"Алматы, Рахмадиева 2/1",43.1918967,76.9088031
6428,"Алматы, Тулебаева 95/1",43.2542855,76.9481467
6429,"Алматы, Райымбека 206 к",43.2629769,76.8998402
6430,"Алматы, Закарпатская",43.3614693,77.0437487
6431,"Астана, Кумисбекова 7/1",51.1688498,71.39708
6432,"Алматы, мкр Тастак-3, Байтурсынова 11а",,
6433,"Алматы, Нургисы Тлендиева",43.2410517,76.8735891
6434,"Алматы, тимирязева",43.2236874,76.8915931
6435,"Алматы, мкр Орбита-1 3",,
6436,"Алматы, Жунисова 4/5",43.2188564,76.7908251
6437,"Астана, сокпакбаева 14/4",51.171655,71.3889579
6438,"Астана, Төле-Би 35/1",51.108916,71.3894782
6439,"Алматы, Макатаева - Байтурсынова 4",,
6440,"Алматы, Попова",43.2290967,76.9375793
6441,"Алматы, Рыскулова 103/Д",43.2703023,76.8790712
6442,"Астана, Алихан Бокейхана 15/1",,
6443,"Алматы, Ерменсай 1",43.1902579,76.9035387
6444,"Алматы, Строительная",43.2609459,76.85966
6445,"Алматы, мкр №8 37",,
6446,"Шымкент, мкр Восток 116",,
6447,"Астана, Мусрепова 6/2",51.1518784,71.5021652
6448,"Алматы, ул. Курманбека Жандарбекова 191Б",,
6449,"Шымкент, проспект Республики 29",42.3089229,69.5783659
6450,"Астана, ул. Чингиза Айтматова 65",51.1162686,71.3558575
6451,"Алматы, Габдуллина 177",43.2274826,76.9041554
6452,"Алматы, Кабанбай батыра 96",43.2496559,76.9505922
6453,"Алматы, мкр Зердели 139/1",,
6454,"Астана, ул. Туркестан 10",51.110644,71.4273513
6455,"Шымкент, Нурпеисова 1а",,
6456,"Астана, Рыскулова 16/2",51.0809366,71.4308711
6457,"Астана, Калибек куанышбаев 14",,
6458,"Алматы, мкр Казахфильм 2",,
6459,"Астана, Шамши Калдаяков 2/2",51.1173962,71.4542157
6460,"Астана, ул. Шамши Калдаякова 17-246",51.1156164,71.4777635
6461,"Алматы, мкр. Кайрат 152/1к3",,
6462,"Алматы, мкр Сайран 4",,
6463,"Алматы, мкр Акбулак, Хан Шатыр 3",,
6464,"Астана, 181 1",51.1282205,71.4306682
6465,"Шымкент, мкр Нурсат 2, Байтерекова",,
6466,"Алматы, Фурманова 301",43.2221639,76.9530421
6467,"Алматы, Хаджи Мукана 39",43.3815737,76.8052214
6468,"Астана, Турар Рыскулов (с ремонтом) 18/5",,
6469,"Алматы, мкр Алмагуль, Розыбакиева",,
6470,"Астана, мкр Уркер, Е 900 6",,
6471,"Алматы, ул. Толе би 285/8к3",,
6472,"Шымкент, ЖК Дамдес 1/10",,
6473,"Алматы, Баумана 26",43.2349377,76.8831774
6474,"Астана, Кайым Мухамедханов",,
6475,"Алматы, Сейдимбека",,
6476,"Астана, Сокпакбаев 20/1",,
6477,"Астана, Просп. Тауелсиздик 25",51.1237434,71.4689049
6478,"Алматы, мкр Аккент, Мкр. Аккент 100",,
6479,"Астана, Богенбай батыра 6/6",51.1745888,71.3908575
6480,"Астана, Сыганак 54",51.1239708,71.4207171
6481,"Алматы, Муратбаева 101",43.2572364,76.9178706
6482,"Астана, Арнасай 7а",51.0408386,71.4308441
6483,"Астана, Жанкент 123",51.1331641,71.4796244
6484,"Алматы, мкр Тастак-2, Толе би 284",,
6485,"Шымкент, Дауренбек Курманбекова 34",,
6486,"Алматы, Байзакова 234",43.2446353,76.914229
6487,"Астана, просп. Улы Дала 40",51.0980508,71.4086695
6488,"Шымкент, ул. Байтурсынова 35/7",42.3327185,69.5994011
6489,"Алматы, мкр Думан-2, мкрн Думан-2 64",,
6490,"Алматы, ислама каримова",43.237041,76.8851555
6491,"Шымкент, мкр Астана , Аргынбекова 128",,
6492,"Алматы, Жандосова 182а",43.2093393,76.8663538
6493,"Алматы, Аносова 29",43.241654,76.8863248
6494,"Шымкент, Химиков",42.4346855,69.5468928
6495,"Алматы, мкр Тастак-2 42",,
6496,"Алматы, мкр Тастыбулак, Мкр Таусамалы айтматова 24",,
6497,"Алматы, мкр Жас Канат, Баймагамбетов 199",,
6498,"Алматы, мкр Акжар 155",,
6499,"Астана, Манаса 9",51.1568677,71.4876088
6500,"Алматы, мкр Зердели, Мкр Зердели (Алгабас-6) 1/45",,
6501,"Алматы, Аносова 53",43.2521492,76.8844851
6502,"Алматы, проспект Абая 118",43.2379346,76.8904322
6503,"Алматы, мкр Аксай-1А, Мкр. Аксай 1А 17",,
6504,"Алматы, Водопроводная",43.2006816,76.9108886
6505,"Астана, Мустафина 21/7",51.1580936,71.5073454
6506,"Алматы, Естай 39/3 4",43.3214478,77.0322332
6507,"Алматы, мкр Аксай-3Б 29",,
6508,"Алматы, мкр №1 68а",,
6509,"Алматы, Василия Клочкова",43.2457503,76.9008865
6510,"Алматы, мкр №12 15",,
6511,"Алматы, Розыбакиева 51",43.2096337,76.8362615
6512,"Шымкент, мкр Нижний Отырар 15",,
6513,"Алматы, Богенбай батыра 258",43.2501471,76.9052892
6514,"Алматы, мкр Зердели 60",,
6515,"Алматы, Каирбекова 7",43.2638777,76.960731
6516,"Астана, Жубанова",51.1597209,71.4582183
6517,"Шымкент, 18-й микрорайон, 18-й микрорайон 79",,
6518,"Алматы, Журавлева",43.215373,76.895618
6519,"Алматы, мкр Аксай-1 4б",,
6520,"Астана, А.Бокейхана 15/1",51.1002428,71.4322361
6521,"Астана, Доспанова",51.1258813,71.5078348
6522,"Алматы, мкр Тастак-3, мкр Тастак-3, Розыбакиева - Толеби",,
6523,"Шымкент, мкр Кайтпас 1 116",,
6524,"Шымкент, Толе би 38",42.3083157,69.6103545
6525,"Астана, Максута Нарикбаева 9",51.1458489,71.3821101
6526,"Астана, Е 699 8",51.1160425,71.4002384
6527,"Алматы, ул. Владимира Радостовца",,
6528,"Астана, байтурсынова 39/3",51.1200894,71.5015234
6529,"Алматы, наурызбай батыра",43.269479,76.9347358
6530,"Алматы, мкр Тастак-3, Дуйсенова 29",,
6531,"Алматы, Каратаева 38а-в",,
6532,"Алматы, мкр Акбулак, Чуланова 143",,
6533,"Алматы, Толе би 284",43.2480703,76.8702995
6534,"Шымкент, Микрорайон Карасу 54",,
6535,"Астана, Қалдаякова 26",,
6536,"Астана, Косшыгулы 11/2",,
6537,"Алматы, Шакена Айманова",43.3810452,77.1382143
6538,"Алматы, Оспанова",43.1933434,76.9688899
6539,"Алматы, Улица Райымбек батыра 161Б",43.2927035,77.0179906
6540,"Астана, Толе би 44",51.1226724,71.3944495
6541,"Алматы, Кунаева 15/1",43.2692082,76.9467035
6542,"Алматы, мкр Таугуль, Пятницкого",,
6543,"Астана, Калдаякова 21",50.3065124,57.1543981
6544,"Астана, Сарайшык 7а",51.13551,71.4257648
6545,"Астана, тархана 5/1",51.1619768,71.4477816
6546,"Алматы, мкр №3 1",,
6547,"Шымкент, мкр Нурсат 162",,
6548,"Алматы, мкр Таугуль 10",,
6549,"Алматы, мкр Тастак-2 61",,
6550,"Астана, Ч.Айтматова 181/1",,
6551,"Алматы, Гагарина (Серкебаева)",43.2051795,76.8990197
6552,"Астана, Е430",,
6553,"Алматы, мкр Дарабоз 49",,
6554,"Шымкент, мкр Сайрам , Еримбетова 38",,
6555,"Шымкент, мкр Верхний Отырар 60",,
