,geocode_query,lat,lon
489,"Шымкент, К. Толеметова 462",42.278997,69.6502703
490,"Астана, Мангилик Ел 17",51.1162108,71.4334578
491,"Алматы, Масанчи 108",43.2376862,76.9318308
492,"Астана, Жошы хан 12",51.0988212,71.4378488
493,"Шымкент, мкр Шымсити, Квартал 189",,
494,"Алматы, мкр Аккент 29",,
495,"Алматы, мкр №8 87",,
496,"Алматы, ул. Жунисова 8/11",43.2188564,76.7908251
497,"Алматы, Аль-Фараби",43.220567,76.9233182
498,"Астана, Қосшығұлұлы",51.1705214,71.3864569
499,"Астана, Акбидай 13",51.2047335,71.3999936
500,"Астана, Динмухаммед Кунаев 12",,
501,"Алматы, мкр Шугыла, Алтын Орда",,
502,"Шымкент, Ж Д В 5А",,
503,"Астана, Кабанбай Батыра 58а",51.0964693,71.406435
504,"Алматы, мкр Самгау, Жайлы 4",,
505,"Астана, Сарыарка 31/2",51.1727522,71.4048661
506,"Алматы, Халиулина 140/5",,
507,"Алматы, Территория ПК Кунаева",,
508,"Астана, Райымбек батыра 54",,
509,"Алматы, Мкр. Жетысу-2 25",,
510,"Астана, Жошы хан 16/1",51.1039802,71.4438991
511,"Алматы, Брусиловского 163",43.2433487,76.8771379
512,"Астана, Аль-Фараби 34/1",51.0891655,71.4504732
513,"Алматы, мкр Шугыла, Жуалы",,
514,"Астана, Е 496",51.0745931,71.4246513
515,"Астана, Кошкарбаева 29",51.1280639,71.4915584
516,"Алматы, ул. Кулболды 1/2к4",43.1924477,76.838749
517,"Шымкент, Толеметова 13А",42.278997,69.6502703
518,"Астана, Жайсан 18",51.1952972,71.3399925
519,"Алматы, Кашгарская 4",43.2621165,76.9272825
520,"Астана, Абая 45/2",51.1692357,71.4291511
521,"Алматы, Мкр Мамыр-1",,
522,"Астана, Абылайхан",,
523,"Шымкент, 17-й микрорайон, Мкрн 17 1а",,
524,"Астана, Е-36 9/2",51.1262099,71.3836769
525,"Алматы, Райымбека 348/1",43.2549325,76.8636907
526,"Астана, Сыганак 52/1",51.1264622,71.4086877
527,"Астана, ул. Фаризы Онгарсыновой 8/1",51.0823712,71.4430999
528,"Астана, Туран 39/3",51.0895183,71.3913166
529,"Астана, ​Мангилик Ел 40",51.1031542,71.4305948
530,"Алматы, Навои 58/4",43.1948318,76.8883234
531,"Астана, Бектурова 4/6",51.1203702,71.399763
532,"Алматы, мкр Шугыла, Алтын-Орда 6/42",,
533,"Астана, ул. Турара Рыскулова 1Д",,
534,"Алматы, мкр Думан-2 14",,
535,"Астана, ул. Сыганак 24",51.1287727,71.3857408
536,"Астана, Болекпаева 16",51.1219407,71.5031848
537,"Астана, Достык 5/1",51.1284157,71.421788
538,"Алматы, Кенесары хана",43.1828203,76.8610146
539,"Алматы, мкр Ерменсай 12",,
540,"Астана, Кайым Мухамедханов 12/3",,
541,"Астана, Ардагерлер 38/3",51.1836981,71.3463273
542,"Астана, Туран 83/2",51.0895183,71.3913166
543,"Алматы, Шоссе Северное кольцо 92/10",,
544,"Астана, Максут Нарикбаев 9",51.1450714,71.3839284
545,"Алматы, Саина 24/1",43.236836,76.8424458
546,"Астана, Тауелсиздик 56/2",51.1238641,71.4686669
547,"Алматы, Ауэзова G",53.2886707,69.3912204
548,"Алматы, Карасай батыра 326",43.2461838,76.8694125
549,"Алматы, Достык 128",43.2368583,76.9601945
550,"Астана, Сыганак 22/1",51.1312609,71.371859
551,"Алматы, мкр Жетысу-4",,
552,"Шымкент, мкр Шымсити, SMART Байдибек Би 241А",,
553,"Астана, ул. Кенесары 73",51.1677735,71.4493397
554,"Астана, Шамши Калдаяков 12",51.1102844,71.5119117
555,"Алматы, Масанчи",43.2587944,76.9277633
556,"Астана, Ш.Косшыгулулы 19/4",,
557,"Алматы, мкр Алмагуль, Розыбакиева 289",,
558,"Алматы, Райымбек 590/15",43.19762,76.750183
559,"Алматы, мкр Аксай-1 15 а",,
560,"Алматы, мкр №11, Тунтубаева 19",,
561,"Алматы, мкр Самал-1, Жолдасбекова 9/2",,
562,"Алматы, Абая 160к1",43.2363618,76.8814154
563,"Астана, Улы Дала, Ключи в июле 2026г 14",,
564,"Алматы, мкр Акбулак, 1-я улица 61",,
565,"Алматы, Габдуллина 14",43.2282335,76.9081708
566,"Алматы, Акбата 48",43.1895019,76.8224566
567,"Астана, Жумекен Нажимеденов 28",51.1106398,71.5277587
568,"Астана, Жубанова 4",50.2917668,57.1826402
569,"Астана, Байтурсынова 9",51.1253887,71.4683437
570,"Алматы, мкр Керемет 1",,
571,"Астана, Кошкарбаева 34",51.1247633,71.4847403
572,"Шымкент, Жандосова 1",42.339294,69.6052644
573,"Астана, Кунаева 14/2",51.1290875,71.4372819
574,"Астана, ул. Е-797 2",51.1222823,71.2806728
575,"Алматы, мкр Алмагуль 17",,
576,"Шымкент, Просп. Байдибек би 113/1",42.3767696,69.6279546
577,"Астана, Турар Рыскулов 18/5",,
578,"Алматы, Макатаева 131",43.2626676,76.9190524
579,"Астана, Иманова 50/1",51.1600827,71.4593204
580,"Астана, Е-181 1",51.1540769,71.3622736
581,"Алматы, Омарова 35\1",43.2249785,76.9747413
582,"Астана, Рыскулова 5/3",51.086431,71.4104529
583,"Алматы, ул. Ислама Каримова 206",43.237041,76.8851555
584,"Алматы, Тулебаева 35",43.2540362,76.9479416
585,"Алматы, Мкр. Гажайып 33к2блок7",,
586,"Астана, Сатпаева 21",51.1428868,71.4737861
587,"Астана, Магжана Жумабаева 39",50.2679645,57.1950043
588,"Алматы, ул. Ораза Жандосова 108/1блок 4",,
589,"Астана, Тауелсиздик 25/2",51.1238641,71.4686669
590,"Алматы, Жандосова 150",43.2152977,76.874421
591,"Алматы, мкр Шугыла, Жунисов 14",,
592,"Алматы, Калкаман 4Б",43.2307752,76.8007799
593,"Алматы, мкр №11",,
594,"Алматы, Навои 208",43.2067931,76.8850807
595,"Алматы, мкр Керемет 5 к19",,
596,"Алматы, Наурызбай батыра",43.2634576,76.9361205
597,"Астана, Фариза Онгарсынова 8/2",51.0813873,71.4415831
598,"Алматы, мкр 16-й военный городок, Суюнбая 178/1",,
599,"Астана, Туран 52",51.1047887,71.3975382
600,"Астана, Ахмет Байтурсынулы 1",51.123662,71.479867
601,"Астана, Е-429 14/2",51.1428506,71.3596759
602,"Алматы, Аль-Фараби 103блок/1",,
603,"Алматы, ул. Таутаган 11",,
604,"Алматы, Щербакова 2",43.3404839,76.9450582
605,"Астана, Е-429 14",51.1428506,71.3596759
606,"Шымкент, ​Туркия 1280/2",,
607,"Астана, Улы Дала 25, 27, 29, 29/1",,
608,"Астана, Улы Дала 53/1",50.2590518,57.1038533
609,"Астана, Сауран 14",51.1161558,71.4188119
610,"Астана, Е-429 26",51.1428506,71.3596759
611,"Алматы, 16 улица 5",43.4003097,77.0275622
612,"Астана, Кордай 99",51.1402421,71.499211
613,"Алматы, Тажибаевой 157 к1",43.2288522,76.8883846
614,"Алматы, Просп. Ермека Серкебаева 146/5",43.2012528,76.9016925
615,"Алматы, Достык 97",43.2298939,76.9594793
616,"Алматы, Толе Би 274",43.2481483,76.8717388
617,"Алматы, ул. Гани Муратбаева 46",43.2885116,79.3275569
618,"Астана, Байтурсынова 1",51.1173344,71.5234369
619,"Астана, Айтеке би 7",51.1392824,71.3804743
620,"Астана, ул. Бухар жырау 34/2",51.0993827,71.4321172
621,"Астана, Кошкарбаева 23",51.1272803,71.4876613
622,"Алматы, мкр Жулдыз-2, Дунентаева",,
623,"Алматы, Просп. Райымбека 174/2блок 4",,
624,"Шымкент, 11-й микрорайон, 11-й микрорайон 95а",,
625,"Астана, ул. Кенесары 46",51.1660892,71.4370976
626,"Астана, Сарыарка",51.1100278,71.4073308
627,"Алматы, Панфилова 32",43.2678162,76.9440201
628,"Алматы, мкр Алмагуль 37",,
629,"Астана, Е-810 2/21",,
630,"Астана, Мангилик Ел 68",51.0976861,71.4278194
631,"Шымкент, ул. Кулахмета Халменова 33А",,
632,"Астана, Туран 57/а",51.106896,71.3963974
633,"Астана, Сарыарка 43",51.1765877,71.415685
634,"Астана, Турар Рыскулов 18/1",,
635,"Астана, Сауран 12/1",51.1180127,71.4205176
636,"Алматы, мкр Шугыла, Мкр. Шугыла 340/3 - 340/3к17, 340/8 - 340/8 к5",,
637,"Астана, Касым Кайсенова 8/1",,
638,"Астана, ул. Чингиза Айтматова 23",51.1162686,71.3558575
639,"Алматы, мкр Шугыла 19",,
640,"Астана, Абубакир Тыныбаев 10",51.1150508,71.4591133
641,"Алматы, Шевченко",43.2418638,76.9037541
642,"Астана, Тулебаева 1",51.1349471,71.526196
643,"Алматы, 118",43.2653938,68.2776689
644,"Астана, Кабанбай-батыра 4/2",51.1468994,71.4259461
645,"Алматы, ул. Абишева 36/7блок5",,
646,"Алматы, Хан Шатыр 3",43.24831,76.8248676
647,"Алматы, мкр Нуркент 39",,
648,"Астана, Улица А 52, 8/1",51.1153924,71.5130652
649,"Астана, Чингиз Айтматов 36",,
650,"Астана, просп. Рахимжана Кошкарбаева 34",51.1247633,71.4847403
651,"Астана, Керей и Жанибек хандар 44",51.1050378,71.4465807
652,"Астана, Бухар жырау 13",51.0993827,71.4321172
653,"Астана, Е429 6",,
654,"Астана, Сарайшык 34/4",51.1323203,71.4332882
655,"Астана, Сарыарка 31",51.1729107,71.4066289
656,"Алматы, Кабанбай батыра 51",43.2503243,76.9575181
657,"Астана, Толе би 25, 25А, 14, 14/1, 12, 12/2, 12/1",,
658,"Астана, Пр. Кошкарбаева 56",,
659,"Астана, Нургиса Тлендиева 42",,
660,"Алматы, Райымбека 206В",43.2628994,76.901177
661,"Алматы, Кульджинский тракт 153/42",43.3239928,77.0291671
662,"Астана, Култегин 4",51.1284611,71.3723383
663,"Алматы, Раимбека 348",43.2964241,76.9863086
664,"Астана, ул. Куйши Дины 30",,
665,"Астана, ул. Мусрепова 7",51.1536169,71.5007761
666,"Алматы, мкр Аксай-2 19",,
667,"Алматы, Торекулова",43.2654598,76.9335555
668,"Алматы, мкр Аксай-3А 91",,
669,"Астана, ул. Казыбек Би 41",51.095628,71.3812231
670,"Астана, мкр Комсомольский, Сарайшык 8",,
671,"Алматы, Родостовца 189",,
672,"Астана, Кабанбай Батыра 46Б",51.1148872,71.4123378
673,"Астана, Кайым Мухамедханов 12",,
674,"Шымкент, мкр Асар-2, Микрорайон Асар 2 3390 Б",,
675,"Астана, ул. Е-36 6",51.1262099,71.3836769
676,"Алматы, мкр Аксай-1А",,
677,"Алматы, Кенесары хана 54/11",43.170609,76.8724288
678,"Астана, Жумекен Нажимеденов 54/1",51.1106398,71.5277587
679,"Шымкент, мкр Нурсат 2 44",,
680,"Алматы, Калдаякова 59",43.2525482,76.9582413
681,"Астана, Туран 57а",51.106896,71.3963974
682,"Алматы, Минин т.к. 24",,
683,"Астана, Жамбыла 10",51.1706442,71.395397
684,"Алматы, Райымбека 348/2",43.25149,76.8604842
685,"Астана, Азильхан Нуршайқов 6",,
686,"Алматы, мкр Гажайып 11/21а",,
687,"Астана, ул. Айнаколь 64",51.1281107,71.4839904
688,"Астана, Мангилик Ел 56",51.0886778,71.4261755
689,"Шымкент, Толеметова 106/3",42.278997,69.6502703
690,"Астана, Туран 43/6",51.0895183,71.3913166
691,"Астана, Кошкарбаева 32/1",51.1277724,71.4742851
692,"Алматы, Утеген батыра 11",43.419498,77.0231469
693,"Астана, Анет баба 13, 13/1, 13/2",,
694,"Астана, Керей-Жанибек хандар 50/3",51.1032888,71.4501649
695,"Алматы, мкр Таугуль-1, Навои",,
696,"Астана, Сарыарка 29",51.171741,71.406972
697,"Астана, Иле 32",51.147642,71.5273178
698,"Алматы, мкр Дарабоз 11",,
699,"Алматы, мкр Коктем-1, Тимирязева 37",,
700,"Астана, Мухамедханов 20/1",51.1429247,71.3683794
701,"Алматы, мкр Жетысу-1",,
702,"Астана, просп. Магжана Жумабаева 3/1",,
703,"Алматы, мкр Акбулак",,
704,"Алматы, Варламова 1/3",43.2457142,76.8697433
